323 100
6.317070e-01 8.210390e-01 7.836340e+00 100 3315
0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00 7.046465e-03
0.000000e+00 0.000000e+00 0.000000e+00 1.409293e-02
0.000000e+00 0.000000e+00 0.000000e+00 2.113939e-02
0.000000e+00 0.000000e+00 0.000000e+00 2.818586e-02
0.000000e+00 0.000000e+00 0.000000e+00 3.523232e-02
0.000000e+00 0.000000e+00 0.000000e+00 4.227879e-02
0.000000e+00 0.000000e+00 0.000000e+00 4.932525e-02
0.000000e+00 0.000000e+00 0.000000e+00 5.637172e-02
0.000000e+00 0.000000e+00 0.000000e+00 6.341818e-02
0.000000e+00 0.000000e+00 0.000000e+00 7.046465e-02
0.000000e+00 0.000000e+00 0.000000e+00 7.751111e-02
0.000000e+00 0.000000e+00 0.000000e+00 8.455758e-02
0.000000e+00 0.000000e+00 0.000000e+00 9.160404e-02
0.000000e+00 0.000000e+00 0.000000e+00 9.865051e-02
0.000000e+00 0.000000e+00 0.000000e+00 1.056970e-01
0.000000e+00 0.000000e+00 0.000000e+00 1.127434e-01
0.000000e+00 0.000000e+00 0.000000e+00 1.197899e-01
0.000000e+00 0.000000e+00 0.000000e+00 1.268364e-01
0.000000e+00 0.000000e+00 0.000000e+00 1.338828e-01
0.000000e+00 0.000000e+00 0.000000e+00 1.409293e-01
0.000000e+00 0.000000e+00 0.000000e+00 1.479758e-01
0.000000e+00 0.000000e+00 0.000000e+00 1.550222e-01
0.000000e+00 0.000000e+00 0.000000e+00 1.620687e-01
0.000000e+00 0.000000e+00 0.000000e+00 1.691152e-01
0.000000e+00 0.000000e+00 0.000000e+00 1.761616e-01
0.000000e+00 0.000000e+00 0.000000e+00 1.832081e-01
0.000000e+00 0.000000e+00 0.000000e+00 1.902545e-01
0.000000e+00 0.000000e+00 0.000000e+00 1.973010e-01
0.000000e+00 0.000000e+00 0.000000e+00 2.043475e-01
0.000000e+00 0.000000e+00 0.000000e+00 2.113939e-01
0.000000e+00 0.000000e+00 0.000000e+00 2.184404e-01
0.000000e+00 0.000000e+00 0.000000e+00 2.254869e-01
0.000000e+00 0.000000e+00 0.000000e+00 2.325333e-01
0.000000e+00 0.000000e+00 0.000000e+00 2.395798e-01
0.000000e+00 0.000000e+00 0.000000e+00 2.466263e-01
0.000000e+00 0.000000e+00 0.000000e+00 2.536727e-01
0.000000e+00 0.000000e+00 0.000000e+00 2.607192e-01
0.000000e+00 0.000000e+00 0.000000e+00 2.677657e-01
0.000000e+00 0.000000e+00 0.000000e+00 2.748121e-01
0.000000e+00 0.000000e+00 0.000000e+00 2.818586e-01
0.000000e+00 0.000000e+00 0.000000e+00 2.889051e-01
0.000000e+00 0.000000e+00 0.000000e+00 2.959515e-01
0.000000e+00 0.000000e+00 0.000000e+00 3.029980e-01
0.000000e+00 0.000000e+00 0.000000e+00 3.100444e-01
0.000000e+00 0.000000e+00 0.000000e+00 3.170909e-01
0.000000e+00 0.000000e+00 0.000000e+00 3.241374e-01
0.000000e+00 0.000000e+00 0.000000e+00 3.311838e-01
0.000000e+00 0.000000e+00 0.000000e+00 3.382303e-01
0.000000e+00 0.000000e+00 0.000000e+00 3.452768e-01
0.000000e+00 0.000000e+00 0.000000e+00 3.523232e-01
0.000000e+00 0.000000e+00 0.000000e+00 3.593697e-01
0.000000e+00 0.000000e+00 0.000000e+00 3.664162e-01
0.000000e+00 0.000000e+00 0.000000e+00 3.734626e-01
0.000000e+00 0.000000e+00 0.000000e+00 3.805091e-01
0.000000e+00 0.000000e+00 0.000000e+00 3.875556e-01
0.000000e+00 0.000000e+00 0.000000e+00 3.946020e-01
0.000000e+00 0.000000e+00 0.000000e+00 4.016485e-01
0.000000e+00 0.000000e+00 0.000000e+00 4.086949e-01
0.000000e+00 0.000000e+00 0.000000e+00 4.157414e-01
0.000000e+00 0.000000e+00 0.000000e+00 4.227879e-01
0.000000e+00 0.000000e+00 0.000000e+00 4.298343e-01
0.000000e+00 0.000000e+00 0.000000e+00 4.368808e-01
0.000000e+00 0.000000e+00 0.000000e+00 4.439273e-01
0.000000e+00 0.000000e+00 0.000000e+00 4.509737e-01
0.000000e+00 0.000000e+00 0.000000e+00 4.580202e-01
0.000000e+00 0.000000e+00 0.000000e+00 4.650667e-01
